gpsDate,latitude,longitude,Power_Mode,Fuel_Consum,GD_Engine_Temp,Steering_Angle_Speed,Transmission_Type,Vehicle_Speed,Engine_Speed,Brake_Control_Volume,Radar_Cruise_State,Streering_Angle_Degree,Odometer_Reading,Hood_Courtesy,Passenger_AC_Value,Driver_AC_Value,Fuel_Gauge,Rear_Fog_Light,Front_Fog_Light,Lounge_Illum_Light,Front_Dome_Light,Slide_Roof,Passenger_Window_State,RR_Window_State,Driver_Window_State,RL_Window_State,AccelFB,AccelLR
2017-04-07T14:00:57,33.357168,-84.5600174,0,3.479,28.5,-8.784,1,19.20036984,2021.09375,0,0,-43.5,48646,0,,,,,,,,,,,,,1.86628,1.04084
2017-04-07T14:00:58,33.3571029,-84.5599913,0,1.883,29,-1.952,1,21.20739879,1761.71875,0,0,-10.5,48646,,,,,0,0,1,0,,,,,,,
2017-04-07T14:00:59,33.3570334,-84.5599457,0,0.923,,2.196,1,22.34450807,1504.6875,0,0,12,,,,,,,,,,,,,,,0.39479,-0.39476
2017-04-07T14:01:00,33.3569575,-84.5598958,0,1.177,29,1.952,1,23.35734312,1565.625,0,0,6,48646,,68,65,,,,,,,,,,,,
2017-04-07T14:01:01,33.3568772,-84.5598459,0,0.117,29.5,0.244,1,23.53132705,1070.3125,0.08,0,0,,,,,,,,,,,,,,,-0.14356,0.00003
2017-04-07T14:01:02,33.3567925,-84.559796,0,0.1485,29.5,0.488,1,23.09636722,1034.375,0.36,0,0,48646,,,,,,,,,,,,,,,
2017-04-07T14:01:03,33.3567079,-84.5597461,0,0.2105,29.5,0.244,1,21.40623757,1003.90625,0.68,0,0,48646,,,,,,,,,,,,,,-0.75369,-0.14353
2017-04-07T14:01:04,33.3566276,-84.5596984,0,0.241,30,-0.488,1,18.97667621,1016.40625,1.06,0,-4.5,,,,,0,,,,,,,,,,,
2017-04-07T14:01:05,33.3565516,-84.5596506,0,0.265,30,-7.32,1,15.94438479,958.59375,1.1,0,-69,48646,,,,,,,,,,,,,,-1.25615,0.93317
2017-04-07T14:01:06,33.3564887,-84.5596094,0,0.2985,30,-20.74,1,13.21035155,928.90625,0.76,0,-180,,,,,,,,,,,,,,,,
2017-04-07T14:01:07,33.3564388,-84.5595638,0,0.314,30.5,-25.62,1,12.39014157,963.28125,0.3,0,-216,48646,,,,,,,,,,,,,,-0.61013,2.40466
2017-04-07T14:01:08,33.3564171,-84.5595095,0,0.285,,-6.1,1,11.86818977,939.0625,0,0,-15,,0,,,,0,0,1,0,,,,,,,
2017-04-07T14:01:09,33.3564149,-84.5594488,0,0.327,31,21.96,1,11.79983894,1022.65625,0,0,190.5,48646,,,,,,,,,,,,,,-0.14356,-2.47638
2017-04-07T14:01:10,33.3564106,-84.5593924,0,1.3785,31.5,24.888,1,12.23479878,1517.1875,0,0,199.5,48646,,68,65,,,,,,,,,,,,
2017-04-07T14:01:11,33.3563911,-84.5593403,0,2.187,32,15.128,1,14.70785612,1787.5,0,0,94.5,,,,,,0,0,,,,,,,,1.32793,-2.0457
2017-04-07T14:01:12,33.356352,-84.5593034,,1.0795,32.5,11.224,1,15.44728784,1339.84375,0,0,84,48646,,,,,,,,,,,,,,,
2017-04-07T14:01:13,33.3562977,-84.5592687,0,0.8705,32.5,19.52,1,15.40379186,1246.875,0,0,151.5,,,,,,,,,,,,,,,-0.28712,-3.37363
2017-04-07T14:01:14,33.3562391,-84.5592448,0,0.145,32.5,30.256,1,14.14862205,1039.84375,0,0,226.5,48646,,,,,,,,,,,,,,-0.86136,-3.69664
2017-04-07T14:01:15,33.3561784,-84.559247,0,0.449,32.5,32.208,1,13.60802911,1360.9375,0,0,252,,,68,65,,,,,,,,,,,,
2017-04-07T14:01:16,33.356135,-84.5592817,0,1.473,32.5,30.256,1,14.58358188,1658.59375,0,0,214.5,48646,,,,,,,,,,,,,,0.64602,-2.58405
2017-04-07T14:01:17,33.3561176,-84.5593359,,2.145,33,27.572,1,16.70245765,1858.59375,0,0,168,48646,,,,,,,,,,,,,,,
2017-04-07T14:01:18,33.3561198,-84.5594054,0,2.008,33,21.228,1,18.67220433,1882.8125,0,0,120,48646,,,,,0,0,1,0,,,,,,,
2017-04-07T14:01:19,33.3561458,-84.5594878,0,3.13,33,13.908,1,20.95885031,2207.03125,0,0,66,,0,,,,,,,,,,,,,,
2017-04-07T14:01:20,33.3562131,-84.5595421,0,3.5275,33.5,3.172,1,24.25833134,2165.625,0,0,10.5,48646,,,,,,,,,,,,,,,
2017-04-07T14:01:21,33.3562891,-84.5595964,0,0.7305,34,0,1,25.24631154,1501.5625,0,0,-3,,,,,,,,,,,,,,,,
2017-04-07T14:01:22,33.356378,-84.5596528,0,0.1515,,-2.44,1,24.02221029,1046.875,0.58,0,-19.5,48646,,,,,,,,,,,,,,-0.57424,1.11262
2017-04-07T14:01:23,33.3564648,-84.5597092,0,0.1895,34,-15.128,1,21.49944325,985.9375,0.84,0,-85.5,48646,,,,,,,,,,,,,,,
2017-04-07T14:01:24,33.3565473,-84.55977,0,0.233,34.5,-16.592,1,19.42406347,1013.28125,0.18,0,-105,,,,,0,,,,,,,,,,-0.64602,3.26602
2017-04-07T14:01:25,33.3566081,-84.5598416,0,0.2565,,-20.984,1,18.33045017,1115.625,0,0,-133.5,48646,,68,65,,,,,,,,,,,,
2017-04-07T14:01:26,33.356645,-84.5599219,0,1.1855,35,-18.788,1,18.38015987,1320.3125,0,0,-111,48646,,,,,,,,,,,,,,0.32301,2.90712
2017-04-07T14:01:27,33.3566493,-84.5600109,0,0.251,35.5,-7.808,1,17.79607095,967.96875,0.12,0,-46.5,,,,,,,,,,,,,,,,
2017-04-07T14:01:28,33.3566276,-84.5600977,0,0.217,36,2.196,1,16.85158673,961.71875,0.58,0,13.5,48646,,,,,0,0,1,0,,,,,,-0.50246,-0.53832
2017-04-07T14:01:29,33.3566016,-84.560178,0,0.2345,36,7.808,1,14.25425515,896.875,1.3,0,55.5,,,,,,,,,,,,,,,,
2017-04-07T14:01:30,33.3565755,-84.5602517,0,0.2865,36.5,8.052,1,9.904656804,907.8125,1.8,0,81,48646,0,68,65,,,,,,,,,,,-2.1534,-0.21531
2017-04-07T14:01:31,33.3565625,-84.5603125,0,0.321,37,4.636,1,5.256800286,734.375,1.64,0,78,48646,,,,,,,,,,,,,,,
2017-04-07T14:01:32,33.3565625,-84.5603516,,0.3295,37,1.952,1,1.472649726,738.28125,1.2,0,76.5,,,,,,,,,,,,,,,-0.89725,0.43071
2017-04-07T14:01:33,33.3565603,-84.5603711,0,0.303,37,0.732,1,0,739.0625,1.76,0,76.5,48646,,,,,,,,,,,,,,,
2017-04-07T14:01:34,33.3565603,-84.5603754,0,0.3015,37,0.732,1,0,739.0625,2.12,0,76.5,,,,,,,,,,,,,,,0.17945,0.39482
2017-04-07T14:01:35,33.3565603,-84.5603754,0,0.3115,37.5,0.732,1,0,744.53125,0.26,0,76.5,48646,,68,65,,,,,,,,,,,,
2017-04-07T14:01:36,33.3565603,-84.5603754,0,0.3935,,2.44,1,2.435775074,1656.25,0,0,78,48646,,,,,,,,,,,,,,3.73256,0.1077
2017-04-07T14:01:37,33.3565603,-84.5603776,0,3.4715,37.5,14.396,1,12.00489143,2647.65625,0,0,139.5,,,,,,,,,,,,,,,,
2017-04-07T14:01:38,33.3565603,-84.5603993,0,4.074,38,23.668,1,17.36732482,3701.5625,0,0,132,48646,,,,,,,1,0,,,,,,2.29696,-2.90706
2017-04-07T14:01:39,33.3565777,-84.5604557,0,4.4255,38.5,14.152,1,23.72395212,3121.875,0,0,69,48646,,,,,0,0,,,,,,,,,
2017-04-07T14:01:40,33.3566168,-84.5605339,0,6.363,39,9.272,1,29.91902291,3783.59375,0,0,37.5,,0,68,65,,,,,,,,,,,3.12243,-1.04078
2017-04-07T14:01:41,33.3566992,-84.5606055,0,5.9235,38.5,4.636,1,35.41194425,4390.625,0,0,16.5,48646,,,,,,,,,,,,,,,
2017-04-07T14:01:42,33.3568099,-84.5606814,,5.707,38.5,2.684,1,40.88622445,4006.25,0,0,9,,,,,,,,,,,,,,,2.36874,-0.43065
2017-04-07T14:01:43,33.3569444,-84.5607595,0,1.62,39,1.708,1,42.86839855,3148.4375,0,0,3,48646,,,,,,,,,,,,,,,
2017-04-07T14:01:44,33.3570964,-84.5608442,,0.1085,40,2.196,1,42.88082598,1876.5625,0.24,0,4.5,,,,,0,,,,,,,,,,-0.17945,0.14359
2017-04-07T14:01:45,33.3572569,-84.5609266,0,0.663,40.5,1.952,1,41.47031337,1887.5,0.74,0,4.5,48646,,68,65,,,,,,,,,,,,
2017-04-07T14:01:46,33.3574154,-84.5610026,0,0.4485,41,2.684,1,39.55027639,1507.8125,1,0,7.5,48646,,,,,,,,,,,,,,-1.22026,-0.35887
2017-04-07T14:01:47,33.3575716,-84.561072,0,0.2655,41.5,2.928,1,37.19527957,1053.90625,1.68,0,6,,,,,,,,,,,,,,,,
2017-04-07T14:01:48,33.3577214,-84.5611328,,0.24,42.5,1.952,1,33.21229023,974.21875,2.3,0,4.5,48646,,,,,,,1,0,,,,,,-2.33285,0.14359
2017-04-07T14:01:49,33.3578624,-84.5611827,0,0.251,42.5,1.708,1,28.2475344,1000.78125,1.8,0,4.5,,,,,,,,,,,,,,,,
2017-04-07T14:01:50,33.3579861,-84.5612196,0,0.2505,43,1.708,1,23.9227909,934.375,2,0,3,48646,0,,,,0,0,,,,,,,,-2.08162,0.61016
2017-04-07T14:01:51,33.3580924,-84.56125,0,0.2405,43.5,1.22,1,19.87766444,939.84375,2.1,0,1.5,,,,,,,,,,,,,,,,
2017-04-07T14:01:52,33.3581836,-84.561276,0,0.2505,43.5,0.732,1,15.41000557,917.96875,2.04,0,-1.5,48646,,,,,,,,,,,,,,-2.22518,0.64605
2017-04-07T14:01:53,33.3582595,-84.5612956,0,0.266,44,0.244,1,11.20953631,875,2.1,0,-3,,,,,,,,,,,,,,,,
2017-04-07T14:01:54,33.358316,-84.5613086,0,0.2835,44,0.488,1,6.797800843,726.5625,1.66,0,-1.5,48646,,,,0,,,,,,,,,,-1.75861,0.53838
2017-04-07T14:01:55,33.3583529,-84.5613194,0,0.304,44.5,0.732,1,3.156565657,792.96875,1.42,0,-1.5,48646,,68,65,,,,,,,,,,,,
2017-04-07T14:01:56,33.3583767,-84.561326,0,0.2855,,0.732,1,1.161964129,717.1875,1.42,0,-1.5,,,,,,,,,,,,,,,-1.00492,0.53838
2017-04-07T14:01:57,33.3583854,-84.5613281,0,0.267,44.5,0.732,1,0,722.65625,2.36,0,0,48646,,,,,,,,,,,,,,,
2017-04-07T14:01:58,33.3583898,-84.5613281,0,0.2785,45,0.732,1,0,724.21875,2.82,0,0,48646,,,,,,,1,0,,,,,,-0.07178,0.50249
2017-04-07T14:01:59,33.3583898,-84.5613281,0,0.273,45,0.732,1,0,725,2.84,0,0,48646,,,,,,,,,,,,,,,
2017-04-07T14:02:00,33.3583898,-84.5613281,,0.27,45,0.732,1,0,725,2.84,0,0,48646,,68,65,,,,,,,,,,,-0.07178,0.50249
2017-04-07T14:02:01,33.3583854,-84.5613325,0,0.266,45,0.732,1,0,721.09375,2.86,0,0,48646,0,,,,0,0,,,,,,,,,
2017-04-07T14:02:02,33.3583832,-84.5613346,0,0.266,45.5,0.732,1,0,717.1875,2.9,0,0,,,,,,,,,,,,,,,-0.10767,0.53838
2017-04-07T14:02:03,33.3583811,-84.5613346,0,0.266,45.5,0.732,1,0,721.09375,2.92,0,0,48646,,,,,,,,,,,,,,,
2017-04-07T14:02:04,33.3583811,-84.5613346,0,0.266,45.5,0.488,1,0,713.28125,2.92,0,0,48646,,,,0,,,,,,,,,,-0.07178,0.50249
2017-04-07T14:02:05,33.3583811,-84.5613346,0,0.268,45.5,0.732,1,0,708.59375,2.92,0,0,48646,,68,65,,,,,,,,,,,,
2017-04-07T14:02:06,33.3583832,-84.5613325,0,0.2555,45.5,0.732,1,0,708.59375,2.96,0,0,,,,,,,,,,,,,,,-0.07178,0.50249
2017-04-07T14:02:07,33.3583832,-84.5613325,0,0.2665,45.5,0.488,1,0,706.25,2.96,0,0,48646,,,,,,,,,,,,,,-0.10767,0.50249
2017-04-07T14:02:08,33.3583832,-84.5613325,0,0.265,45.5,0.732,1,0,703.90625,2.96,0,0,48646,,,,,,,1,0,,,,,,,
2017-04-07T14:02:09,33.3583832,-84.5613325,,0.2665,45.5,0.488,1,0,702.34375,2.96,0,0,,,,,,,,,,,,,,,-0.03589,0.4666
2017-04-07T14:02:10,33.3583832,-84.5613325,0,0.266,45.5,0.488,1,0,700,2.96,0,0,48646,,,,,,,,,,,,,,-0.10767,0.53838
2017-04-07T14:02:11,33.3583832,-84.5613325,0,0.267,46,0.732,1,0,707.03125,2.96,0,0,48646,,,,,0,0,,,,,,,,,
2017-04-07T14:02:12,33.3583832,-84.5613303,0,0.265,45.5,0.732,1,0,699.21875,2.98,0,0,,0,,,,,,,,,,,,,-0.10767,0.50249
2017-04-07T14:02:13,33.3583832,-84.5613303,0,0.251,45.5,0.732,1,0,698.4375,2.98,0,0,48646,,,,,,,,,,,,,,,
2017-04-07T14:02:14,33.3583832,-84.5613303,0,0.2505,45.5,0.488,1,0,706.25,2.98,0,0,,,,,,,,,,,,,,,-0.03589,0.50249
2017-04-07T14:02:15,33.3583832,-84.5613303,0,0.2495,45.5,0.732,1,0,700.78125,2.98,0,0,48646,,68,65,,,,,,,,,,,,
2017-04-07T14:02:16,33.3583832,-84.5613303,0,0.2605,46,0.732,1,0,698.4375,2.98,0,0,48646,,,,,,,,,,,,,,-0.07178,0.4666
2017-04-07T14:02:17,33.3583832,-84.5613303,0,0.247,46,0.732,1,0,700.78125,2.98,0,0,,,,,,,,,,,,,,,,
2017-04-07T14:02:18,33.3583832,-84.5613281,0,0.246,46,0.732,1,0,707.03125,2.98,0,0,48646,,,,,,,1,0,,,,,,-0.07178,0.50249
2017-04-07T14:02:19,33.3583832,-84.5613281,0,0.258,46.5,0.488,1,0,700,2.98,0,0,,,,,,,,,,,,,,,,
2017-04-07T14:02:20,33.3583832,-84.5613281,0,0.2605,46.5,0.732,1,0,701.5625,2.98,0,0,48646,,68,65,,,,,,,,,,,-0.07178,0.53838
2017-04-07T14:02:21,33.3583854,-84.5613281,0,0.246,46.5,0.732,1,0,696.875,2.98,0,0,,,,,,,,,,,,,,,,
2017-04-07T14:02:22,33.3583854,-84.5613281,0,0.245,46.5,0.732,1,0,698.4375,2.98,0,0,48646,0,,,,0,0,,,,,,,,-0.07178,0.50249
2017-04-07T14:02:23,33.3583854,-84.5613281,0,0.245,46.5,0.732,1,0,698.4375,2.98,0,0,,,,,,,,,,,,,,,,
2017-04-07T14:02:24,33.3583854,-84.5613281,,0.2455,46,0.732,1,0,701.5625,2.98,0,0,48646,,,,0,,,,,,,,,,-0.03589,0.53838
2017-04-07T14:02:25,33.3583854,-84.5613281,0,0.2465,46,0.732,1,0,699.21875,0,0,0,,,,,,,,,,,,,,,,
2017-04-07T14:02:26,33.3583854,-84.5613281,0,0.267,46.5,0.488,1,1.646633659,697.65625,0,0,0,48646,,,,,,,,,,,,,,0.61013,0.4666
2017-04-07T14:02:27,33.3583876,-84.5613303,0,0.9985,46.5,0.488,1,4.536009703,1411.71875,0,0,0,,,,,,,,,,,,,,,,
2017-04-07T14:02:28,33.3583963,-84.5613325,0,1.6245,46,0.732,1,10.14077786,2401.5625,0,0,0,48646,,,,,,,1,0,,,,,,2.83531,0.50249
2017-04-07T14:02:29,33.358418,-84.561339,0,3.3475,46.5,0.732,1,16.96964726,3581.25,0,0,0,,,,,,,,,,,,,,,,
2017-04-07T14:02:30,33.3584657,-84.561352,0,3.417,47,0.732,1,21.76041915,2814.84375,0,0,0,48646,,68,65,,,,,,,,,,,2.08162,0.35893
2017-04-07T14:02:31,33.3585395,-84.5613672,0,2.5365,46.5,0.732,1,25.33951722,2069.53125,0,0,-1.5,,,,,,,,,,,,,,,,
2017-04-07T14:02:32,33.3586306,-84.5613911,0,1.933,,0.732,1,27.59509465,2209.375,0,0,0,48646,,,,,,,,,,,,,,1.00492,0.07181
2017-04-07T14:02:33,33.3587348,-84.5614128,0,1.7975,46,0.976,1,29.7574664,1988.28125,0,0,0,48646,0,,,,0,0,,,,,,,,,
2017-04-07T14:02:34,33.3588455,-84.5614388,0,3.843,46,0.732,1,32.8332538,2287.5,0,0,-3,,,,,0,,,,,,,,,,1.65094,0.4666
2017-04-07T14:02:35,33.3589692,-84.561467,0,3.097,46.5,0.488,1,35.61078303,2146.09375,0,0,-3,48646,,68,65,,,,,,,,,,,,
2017-04-07T14:02:36,33.3591016,-84.5614974,0,1.701,46.5,0.244,1,37.07100533,1870.3125,0,0,-3,48646,,,,,,,,,,,,,,0.57424,0.35893
2017-04-07T14:02:37,33.3592448,-84.5615299,0,3.721,47,0.732,1,39.07182057,2258.59375,0,0,-1.5,48646,,,,,,,,,,,,,,,
2017-04-07T14:02:38,33.3593945,-84.5615668,0,4.0045,47.5,0.488,1,41.16584149,2258.59375,0,0,-1.5,,,,,,,,1,0,,,,,,1.14848,0.32304
2017-04-07T14:02:39,33.359553,-84.5616059,,3.937,48,0.976,1,43.30335839,2063.28125,0,0,0,48646,,,,,,,,,,,,,,,
2017-04-07T14:02:40,33.3597201,-84.561645,0,1.7765,49,0.732,1,44.21677404,1794.53125,0,0,0,48646,,,,,,,,,,,,,,,
2017-04-07T14:02:41,33.3598937,-84.5616862,0,1.9535,50,0.976,1,45.40980673,2017.96875,0,0,-1.5,,,,,,,,,,,,,,,0.82547,0.32304
2017-04-07T14:02:42,33.3600694,-84.5617296,0,3.6745,50.5,0.488,1,47.0626541,2241.40625,0,0,-3,48646,,,,,,,,,,,,,,,
2017-04-07T14:02:43,33.3602517,-84.5617708,0,2.815,51,0.488,1,48.41102959,1989.84375,0,0,-1.5,48646,0,,,,0,0,,,,,,,,0.61013,0.43071
2017-04-07T14:02:44,33.3604405,-84.5618142,,1.5055,52,1.22,1,49.18774358,1717.96875,0,0,0,,,,,,,,,,,,,,,,
2017-04-07T14:02:45,33.3606359,-84.561862,0,1.512,52.5,0.732,1,49.86503818,1729.6875,0,0,-1.5,48646,,68,65,,,,,,,,,,,0.3589,0.43071
2017-04-07T14:02:46,33.3608333,-84.5619054,0,1.451,53,0.488,1,50.46776823,1722.65625,0,0,-1.5,48646,,,,,,,,,,,,,,0.39479,0.64605
2017-04-07T14:02:47,33.361033,-84.561951,0,1.5865,53,0.244,1,51.00214746,1810.15625,0,0,-3,,,,,,,,,,,,,,,,
2017-04-07T14:02:48,33.3612348,-84.5619965,0,1.667,53.5,0.244,1,51.62973236,1811.71875,0,0,-3,48646,,,,,,,1,0,,,,,,0.28712,0.71783
2017-04-07T14:02:49,33.3614366,-84.5620421,0,1.69,54,0.488,1,52.30702696,1815.625,0,0,-3,,,,,,,,,,,,,,,,
2017-04-07T14:02:50,33.3616428,-84.562092,0,1.6425,54.5,0.732,1,53.04024497,1823.4375,0,0,-3,48646,,,,,,,,,,,,,,0.28712,0.32304
2017-04-07T14:02:51,33.3618533,-84.5621419,0,1.7475,55,0.732,1,53.75482184,1938.28125,0,0,-3,,,,,,,,,,,,,,,,
2017-04-07T14:02:52,33.3620638,-84.562194,0,1.8,55.5,0.488,1,54.45697129,1872.65625,0,0,-3,48646,,,,,,,,,,,,,,0.43068,0.4666
2017-04-07T14:02:53,33.3622786,-84.5622439,0,1.7975,56,0.488,1,55.30824982,1879.6875,0,0,-3,48646,,,,,0,0,,,,,,,,,
2017-04-07T14:02:54,33.3624957,-84.5622982,0,1.8715,56,-0.488,1,56.11603237,1885.9375,0,0,-4.5,,0,,,0,,,,,,,,,,0.43068,0.50249
2017-04-07T14:02:55,33.3627148,-84.5623546,0,2.2075,56.5,-1.464,1,56.81818182,2065.625,0,0,-7.5,48646,,68,65,,,,,,,,,,,,
2017-04-07T14:02:56,33.3629384,-84.5624154,0,3.5575,56.5,-0.976,1,58.13548875,2179.6875,0,0,-7.5,,,,,,,,,,,,,,,0.53835,0.71783
2017-04-07T14:02:57,33.3631641,-84.562487,,3.505,57,-0.732,1,59.29745288,2182.03125,0,0,-6,48646,,,,,,,,,,,,,,,
2017-04-07T14:02:58,33.3633898,-84.5625694,0,3.078,57,-0.976,1,60.26679194,2115.625,0,0,-7.5,,,,,,,,1,0,,,,,,0.78958,0.8255
2017-04-07T14:02:59,33.3636198,-84.5626606,0,1.956,57.5,-0.976,1,60.49048556,1967.1875,0,0,-6,48646,,,,,,,,,,,,,,,
2017-04-07T14:03:00,33.3638498,-84.5627582,0,1.893,58,-0.976,1,60.459417,1746.875,0,0,-7.5,48646,,,,,,,,,,,,,,-0.03589,0.78961
2017-04-07T14:03:01,33.3640799,-84.5628689,0,0.3295,58.5,-1.22,1,59.21046091,1457.8125,0,0,-7.5,,,,,,,,,,,,,,,-0.17945,0.93317
2017-04-07T14:03:02,33.3643034,-84.5629839,0,0.885,59,-1.22,1,58.30325897,1831.25,0,0,-7.5,48646,,,,,,,,,,,,,,,
2017-04-07T14:03:03,33.3645204,-84.5631055,0,2.572,59.5,-0.976,1,58.44617434,2232.03125,0,0,-7.5,48646,,,,,,,,,,,,,,0.75369,0.75372
2017-04-07T14:03:04,33.3647309,-84.5632335,0,3.6235,60,-1.22,1,58.70715024,1657.8125,0,0,-7.5,,,,,0,0,0,,,,,,,,,
2017-04-07T14:03:05,33.3649392,-84.5633702,0,0.3,60.5,-1.22,1,57.42091187,1421.875,0,0,-7.5,48646,0,68,65,,,,,,,,,,,-0.07178,1.07673
2017-04-07T14:03:06,33.3651432,-84.5635135,0,0.2645,61,-1.22,1,56.02282669,1415.625,0,0,-6,48646,,,,,,,,,,,,,,,
2017-04-07T14:03:07,33.3653385,-84.563661,0,1.273,61,0.488,1,55.21504414,1692.1875,0,0,-1.5,,,,,,,,,,,,,,,0.03589,0.17948
2017-04-07T14:03:08,33.3655252,-84.5638129,,1.012,61,0,1,54.79872544,1418.75,0,0,-1.5,48646,,,,,,,1,0,,,,,,0.17945,0.35893
2017-04-07T14:03:09,33.3657075,-84.5639648,0,1.596,61,0.732,1,54.51289469,1424.21875,0,0,-1.5,48647,,,,,,,,,,,,,,,
2017-04-07T14:03:10,33.3658876,-84.5641189,0,1.6575,61.5,0.732,1,54.75522946,1410.9375,0,0,-3,48647,,68,65,,,,,,,,,,,0.32301,0.39482
2017-04-07T14:03:11,33.3660677,-84.5642708,0,1.791,61.5,0.244,1,55.17154816,1418.75,0,0,-3,48647,,,,,,,,,,,,,,,
2017-04-07T14:03:12,33.3662478,-84.5644249,0,2.0245,61.5,0.488,1,55.62514913,1452.34375,0,0,-3,,,,,,,,,,,,,,,0.43068,0.50249
2017-04-07T14:03:13,33.3664301,-84.5645812,0,2.054,61,0.732,1,56.10981866,1467.96875,0,0,-1.5,48647,,,,,,,,,,,,,,,
